image_id,category,skin_type,rgb_mean_r,rgb_mean_g,rgb_mean_b,rgb_std_r,rgb_std_g,rgb_std_b,lighting_condition,description,hygiene_note
SKIN_FACE_0431,FACE,FAIR_1,255.0,228.0,209.0,3.3952845040577815,2.9671375526429173,1.769248704185249,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0090,HAND,FAIR_3,218.0,215.0,189.0,7.671058177335336,6.5134501184697795,5.003265417159353,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0337,HAND,FAIR_1,236.0,222.0,210.0,10.327389698118905,6.604595230214861,5.560320314740022,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0489,FACE,FAIR_1,255.0,226.0,203.0,3.171484154345137,3.01471203988193,2.8824360980282995,NORMAL,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0422,FACE,FAIR_2,247.0,217.0,203.0,1.9718376227851964,1.6893982035856585,2.6510768494463997,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0434,FACE,FAIR_1,247.0,232.0,202.0,4.608689146597071,2.061631909886821,2.2631292776748073,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0106,FACE,FAIR_1,255.0,237.0,202.0,3.4598811017007924,2.908863349768572,2.4018305926305947,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0094,FACE,FAIR_1,255.0,236.0,208.0,3.4856787535673566,2.67562879137014,2.3808953334095326,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0112,FACE,FAIR_2,240.0,214.0,208.0,2.5933014585403122,3.068887358142063,2.3238096839939177,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_HAND_0095,HAND,FAIR_3,221.0,215.0,181.0,6.197334127366054,6.7807723963248865,6.912843170072355,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0012,HAND,FAIR_3,228.0,202.0,192.0,7.968723669177736,5.87425631330129,5.290625630687821,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0397,HAND,FAIR_3,227.0,211.0,183.0,8.914248763137321,6.097132574223993,6.374842395889786,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0034,FACE,FAIR_2,241.0,216.0,196.0,2.775711289571181,3.037921700547974,2.8219927735719867,DIM,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0044,HAND,FAIR_2,237.0,212.0,200.0,5.86116412360337,6.041243240437191,7.229346984287529,DIM,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0043,HAND,FAIR_2,225.0,223.0,190.0,9.13201933610355,6.239462169954708,5.54863057149501,DIM,"Terang, terbakar",Hand washing required
SKIN_HAND_0330,HAND,FAIR_3,229.0,210.0,185.0,10.740001794077036,6.0016781562001755,4.075173752796485,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0168,HAND,FAIR_1,247.0,222.0,213.0,7.842424768423845,7.430585549151843,5.784457891945202,BRIGHT,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0498,HAND,FAIR_1,245.0,225.0,215.0,6.092971682365849,6.443956002393338,5.1309169300747115,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0377,FACE,FAIR_2,249.0,225.0,192.0,2.9255664902881513,3.8090933598064494,2.0475698644675457,NORMAL,"Terang, terbakar",Hand washing required
SKIN_FACE_0098,FACE,FAIR_3,231.0,209.0,189.0,2.3332041721669436,1.9721785725504337,1.507051831592683,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0257,FACE,FAIR_3,229.0,216.0,195.0,3.7409005631931356,2.5347368352668407,2.717999920838614,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0101,HAND,FAIR_2,230.0,217.0,204.0,6.077909431350912,7.172595676245951,6.520538297928044,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_HAND_0427,HAND,FAIR_2,233.0,214.0,208.0,7.110421104356174,7.456008800100207,5.729115557478065,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0179,HAND,FAIR_2,230.0,214.0,200.0,6.076983240067334,7.266789465618376,4.881851826480838,DIM,"Terang, terbakar",Hand washing required
SKIN_HAND_0445,HAND,FAIR_3,220.0,202.0,195.0,9.01950087477034,6.080840744728668,7.685080918053064,DIM,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0417,HAND,FAIR_3,217.0,202.0,186.0,8.633536059144118,6.011625164530062,6.5893791666232255,DIM,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0371,FACE,FAIR_3,228.0,215.0,184.0,3.169204723249286,2.68653244225926,2.658441398953787,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0383,FACE,FAIR_1,249.0,225.0,215.0,3.9745535651107953,2.7940433622430403,1.9128247450117837,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0181,FACE,FAIR_2,239.0,219.0,200.0,3.453245654283038,3.065319471812199,2.4635942634153722,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0178,HAND,FAIR_3,217.0,202.0,189.0,8.999406608919426,8.393065383624757,5.796757258708178,DIM,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0396,HAND,FAIR_3,229.0,214.0,183.0,6.905900138882483,6.841441997301226,5.234489926428529,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0412,FACE,FAIR_3,225.0,216.0,195.0,3.020249468862109,1.8574686592134615,2.259745738290638,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0294,FACE,FAIR_3,238.0,211.0,198.0,3.285734912724902,2.9581479923010705,2.474729606195042,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0461,FACE,FAIR_1,253.0,226.0,204.0,3.285214276030943,2.749845394092035,2.2352353239832548,NORMAL,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0185,FACE,FAIR_1,251.0,238.0,206.0,3.8831906403111525,2.4627637466814574,1.6846164258021927,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0384,HAND,FAIR_3,228.0,213.0,183.0,8.10304675820322,8.04900554030498,4.447112398550291,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0457,FACE,FAIR_2,245.0,224.0,194.0,2.375889494942351,3.152435739327291,2.784737508924006,NORMAL,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0252,FACE,FAIR_3,230.0,215.0,189.0,3.912764304241746,1.3345594849404618,2.5311953947095898,DIM,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0258,HAND,FAIR_1,241.0,225.0,200.0,8.66473343333907,7.442407143103232,5.607554197943143,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0039,FACE,FAIR_3,226.0,216.0,194.0,2.602033781602729,2.6411720085679242,2.1524611579631867,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0336,HAND,FAIR_1,245.0,220.0,210.0,6.9430971318763355,7.174704570156164,5.706050383517191,NORMAL,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0016,HAND,FAIR_1,242.0,222.0,202.0,10.444503962731684,7.913442937877891,3.777366262526543,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0325,HAND,FAIR_1,249.0,231.0,205.0,7.888611940847638,7.6717862249202495,5.743685249366987,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0259,FACE,FAIR_2,249.0,214.0,194.0,4.412898380248645,3.0189666794749037,2.413722131447454,DIM,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0223,HAND,FAIR_1,250.0,220.0,207.0,9.269231225454632,7.350884101287342,4.672448503489025,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0180,HAND,FAIR_1,247.0,221.0,203.0,9.839870807593137,7.143328420127019,6.193508531873703,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0484,FACE,FAIR_1,255.0,231.0,212.0,3.082726728655471,3.125863472792413,1.5666851617492408,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0023,HAND,FAIR_3,231.0,204.0,193.0,7.637692345316262,7.546025324286595,6.566968213230524,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0357,HAND,FAIR_3,219.0,200.0,187.0,6.498844037380447,6.876520771394397,6.679830694034445,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0167,FACE,FAIR_3,236.0,218.0,187.0,2.902342224887593,3.6514438494822397,2.25701265047411,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0362,FACE,FAIR_1,255.0,233.0,204.0,3.398120942367022,2.9752712372534016,1.9625358699802757,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0341,HAND,FAIR_3,227.0,202.0,195.0,7.36698157888247,7.73968881580071,4.625985975342879,NORMAL,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0432,HAND,FAIR_1,243.0,224.0,214.0,8.161538564089868,5.796683938316313,5.7474150225985525,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0052,FACE,FAIR_3,228.0,204.0,198.0,3.0762168131193266,1.9401974993749436,2.262614142368304,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0334,FACE,FAIR_3,236.0,215.0,183.0,3.9560784344473268,3.0476914500234678,2.418246675350693,NORMAL,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0204,HAND,FAIR_3,221.0,207.0,181.0,7.043324205302562,6.9108621544962725,6.375677911560099,NORMAL,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0131,FACE,FAIR_3,225.0,212.0,191.0,2.2403045706801525,2.3789425123787264,2.4330588092809595,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0094,HAND,FAIR_3,230.0,207.0,193.0,8.092825561216484,6.329859982826645,6.623645630693096,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0059,FACE,FAIR_2,235.0,217.0,198.0,4.037626478525296,2.627900380369733,2.485446338929015,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_HAND_0069,HAND,FAIR_3,221.0,202.0,187.0,5.78328620995233,6.9208195986525185,5.37974419226347,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0123,FACE,FAIR_1,245.0,222.0,208.0,3.5962305159166585,2.2553066594054596,2.3743804547464014,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0285,HAND,FAIR_1,243.0,234.0,214.0,9.066325403136107,6.745836245030309,7.552574658226974,DIM,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0345,FACE,FAIR_3,240.0,207.0,188.0,3.739821755050199,2.5569940329276597,1.875544124133151,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0435,HAND,FAIR_3,226.0,212.0,195.0,8.051919503458427,6.606677410606478,5.577707355250226,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0154,HAND,FAIR_3,227.0,205.0,186.0,7.669638112211921,7.289363734806304,6.263652175987596,DIM,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0076,HAND,FAIR_1,247.0,222.0,207.0,8.558950399704017,5.830849255120702,5.50383628467748,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0231,FACE,FAIR_3,234.0,215.0,200.0,4.081439144694891,3.1412414056311486,2.4500229653879293,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0447,HAND,FAIR_2,229.0,223.0,194.0,6.9359798910015655,6.904130012214693,6.213187503111043,DIM,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0189,HAND,FAIR_3,228.0,207.0,186.0,7.567185702554925,7.0570680521878915,4.145817382776333,DIM,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0272,HAND,FAIR_3,221.0,212.0,193.0,8.273426608700731,5.562702038252014,5.883096822016763,DIM,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0237,HAND,FAIR_1,239.0,221.0,202.0,7.911335610492535,5.7729736473713995,6.118821178584293,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0488,HAND,FAIR_2,229.0,223.0,210.0,6.112435933631517,5.015752664381287,5.6504876937718995,DIM,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0118,HAND,FAIR_2,225.0,214.0,203.0,6.246494879361453,7.073866122487149,5.989876274519429,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0444,FACE,FAIR_3,234.0,216.0,182.0,3.8247267298488588,1.846710590010285,2.0833090299423302,DIM,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0013,FACE,FAIR_2,234.0,222.0,197.0,4.304309423889358,2.826264085133498,2.0811395502048735,DIM,"Terang, terbakar",Hand washing required
SKIN_FACE_0326,FACE,FAIR_1,254.0,236.0,214.0,2.895809602308494,2.7399881420486394,2.3165694745333734,NORMAL,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0092,FACE,FAIR_1,255.0,236.0,215.0,3.9113117309108754,2.679794354985237,1.5318115953096596,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0127,HAND,FAIR_1,247.0,231.0,203.0,5.854359021743324,5.985387830282923,7.020154196721584,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0117,HAND,FAIR_1,246.0,225.0,203.0,8.564307823561359,7.493842713951642,6.055062651146471,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0474,HAND,FAIR_3,219.0,214.0,190.0,8.51510016661484,5.9768593960266285,6.586279278944471,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0194,FACE,FAIR_3,229.0,214.0,197.0,4.000356548291908,2.17272420325488,1.2620265142597846,NORMAL,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0058,HAND,FAIR_1,238.0,232.0,200.0,6.697607052535327,6.462990273100142,5.46239056518583,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0364,FACE,FAIR_1,255.0,238.0,207.0,3.0112135176919805,2.142509367746706,2.523325796943691,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0413,FACE,FAIR_3,228.0,210.0,188.0,3.6520281834219706,2.6864016276271263,2.31419060138587,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_HAND_0370,HAND,FAIR_2,241.0,214.0,200.0,7.2826386738005215,7.009123170125961,4.89014562707388,DIM,"Terang, terbakar",Hand washing required
SKIN_HAND_0269,HAND,FAIR_2,238.0,216.0,204.0,7.614595525573418,8.78654938354224,4.675105848201859,DIM,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0047,HAND,FAIR_2,238.0,224.0,196.0,5.254761473482187,7.160763153211989,5.939127695767954,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0350,HAND,FAIR_2,236.0,223.0,198.0,6.789147855427061,6.066262546386174,4.938744315370925,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0196,HAND,FAIR_3,229.0,208.0,200.0,8.31524311764565,5.387724170690588,5.200568683704348,DIM,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0500,FACE,FAIR_1,255.0,231.0,207.0,3.565258990620702,2.1893647821190427,2.5574617339845735,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0335,FACE,FAIR_3,234.0,204.0,192.0,3.3641648691001786,3.419514373286896,2.1005076476597946,NORMAL,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0237,FACE,FAIR_3,240.0,208.0,189.0,3.647388782756618,2.0518766211173323,2.1310300469747685,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0264,HAND,FAIR_1,239.0,224.0,211.0,7.7801113407960845,5.833227073273133,6.968330197609876,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0444,HAND,FAIR_1,240.0,233.0,204.0,8.290370750168726,7.734876856645356,6.317243909980707,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0176,FACE,FAIR_3,239.0,216.0,197.0,3.8544689978131306,2.246641072441425,2.494763242978902,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0305,HAND,FAIR_1,246.0,227.0,213.0,7.735644935518945,7.199122869599719,5.141256679610754,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_HAND_0342,HAND,FAIR_1,248.0,232.0,211.0,7.920830913757378,6.063182226538611,6.008978727554913,BRIGHT,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0467,FACE,FAIR_2,250.0,216.0,201.0,2.394631028016727,1.8624466957345693,2.034663730304549,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0150,HAND,FAIR_1,242.0,222.0,209.0,9.515217693160604,5.5556363985798285,5.751864510018535,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0125,HAND,FAIR_3,226.0,203.0,193.0,9.801827253194595,5.102358383922072,4.224691142157718,NORMAL,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0287,FACE,FAIR_1,255.0,236.0,200.0,3.4434689852904063,2.3825376869143797,1.2036426788623629,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0051,HAND,FAIR_1,244.0,223.0,214.0,8.365406970847818,5.392628352210801,6.873168551853411,BRIGHT,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0354,HAND,FAIR_1,249.0,226.0,213.0,6.955047799062668,6.9197854178431175,4.19534528309114,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0428,FACE,FAIR_3,232.0,213.0,181.0,2.887061046229375,2.9485947795990604,3.2174994734637963,NORMAL,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0143,HAND,FAIR_3,226.0,214.0,198.0,9.685873821950553,6.335178299166997,7.493909133389925,DIM,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0471,HAND,FAIR_3,224.0,203.0,188.0,5.577681010459976,6.128790160930724,6.2771853945463825,DIM,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0400,HAND,FAIR_3,230.0,215.0,196.0,7.718453163679637,6.579206341230998,5.338541756979079,NORMAL,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0126,FACE,FAIR_2,238.0,212.0,205.0,2.5615597259351253,2.2528796811608944,2.380284738485206,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0321,HAND,FAIR_3,223.0,215.0,193.0,7.290245669122195,6.85629397026921,5.181330462578924,DIM,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0020,HAND,FAIR_1,235.0,230.0,202.0,7.88502391820461,6.91196703758303,6.986214934749708,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0310,FACE,FAIR_1,248.0,224.0,202.0,3.1916309437826715,2.268099761667939,2.0971969782110347,DIM,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0291,FACE,FAIR_3,226.0,218.0,192.0,3.8075842216967786,2.2241633907775955,1.6970844967228875,NORMAL,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0309,FACE,FAIR_1,255.0,230.0,208.0,3.608183643556472,2.457651498397994,1.6968904011528134,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_HAND_0408,HAND,FAIR_2,236.0,211.0,190.0,9.524133015516686,7.385568806132583,7.342970792460049,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_FACE_0038,FACE,FAIR_1,255.0,236.0,201.0,2.6839604358114717,2.6068248711953568,1.8065492930233908,DIM,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0121,FACE,FAIR_1,255.0,227.0,212.0,2.520820678347916,2.8043215833096515,2.3729141081871283,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0039,HAND,FAIR_2,233.0,213.0,202.0,8.336767250351183,6.249463824566262,6.160978293364472,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_HAND_0176,HAND,FAIR_3,219.0,209.0,189.0,7.086820674344716,6.255779999276963,4.020593302458867,DIM,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0246,HAND,FAIR_3,223.0,212.0,197.0,5.310173587668948,5.577124581341954,6.67517358010593,DIM,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0329,FACE,FAIR_1,249.0,223.0,203.0,3.901532419207319,3.2784090492884044,2.4925604819842673,NORMAL,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0168,FACE,FAIR_1,246.0,239.0,203.0,3.4112696831948743,1.9563989849236774,2.1147166179639085,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0255,FACE,FAIR_2,238.0,225.0,206.0,3.751503837276114,2.2228412417482537,1.3194337270132555,DIM,"Terang, terbakar",Proper hygenic practice observed
SKIN_FACE_0359,FACE,FAIR_2,248.0,216.0,190.0,3.200816677359519,2.639783844350006,1.17007455984915,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0155,HAND,FAIR_2,231.0,213.0,199.0,7.878849047682676,6.004534059128766,6.174084615737558,BRIGHT,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0288,HAND,FAIR_3,230.0,200.0,180.0,7.80932279015828,8.019038429022066,3.6258789134546365,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0103,FACE,FAIR_3,241.0,216.0,193.0,3.1527052241926143,2.6898466547197857,2.9079281990203865,BRIGHT,"Terang, sedikit tan",Clean visible skin detected
SKIN_FACE_0070,FACE,FAIR_3,232.0,214.0,192.0,2.5269808747568177,2.9495801606447665,1.3968225479141494,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0244,FACE,FAIR_2,235.0,220.0,205.0,2.9211839973930767,2.4890519779265636,2.1946724295004105,BRIGHT,"Terang, terbakar",Proper hygenic practice observed
SKIN_HAND_0018,HAND,FAIR_3,225.0,212.0,200.0,9.251156683890812,5.682755120939113,6.166280319593231,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_HAND_0128,HAND,FAIR_3,224.0,200.0,185.0,5.112535994299248,6.548222508536763,5.142346138587647,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0323,HAND,FAIR_2,234.0,215.0,190.0,7.560147921677497,6.660242858668428,6.0417945840247596,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0256,HAND,FAIR_2,239.0,214.0,199.0,6.3149014349582915,5.5712841575100445,5.0550706904411955,BRIGHT,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0158,FACE,FAIR_2,248.0,213.0,193.0,2.2689239495095364,2.2715156837242603,2.244358727215788,BRIGHT,"Terang, terbakar",Hand washing required
SKIN_FACE_0465,FACE,FAIR_2,238.0,226.0,206.0,4.525700144148819,1.6281920399975878,3.2620878218005567,NORMAL,"Terang, terbakar",Hand washing required
SKIN_HAND_0191,HAND,FAIR_1,248.0,221.0,206.0,7.356980142995229,6.671723895389428,4.440186365239984,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_HAND_0116,HAND,FAIR_3,223.0,207.0,190.0,9.969492662735425,7.123692961958743,4.754533518698245,BRIGHT,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0117,FACE,FAIR_3,230.0,213.0,197.0,2.3791639436887912,2.8564406271616973,2.23436896340681,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0107,FACE,FAIR_2,247.0,216.0,207.0,2.088209708788013,2.49937360956616,0.9422886664763848,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_HAND_0181,HAND,FAIR_2,236.0,212.0,198.0,6.796369847340341,5.850651253314228,6.279964215487091,DIM,"Terang, terbakar",Clean visible skin detected
SKIN_HAND_0302,HAND,FAIR_3,216.0,215.0,194.0,6.904760521189244,6.04920722801049,6.524892358689299,DIM,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0260,FACE,FAIR_1,246.0,235.0,202.0,2.931575997620393,2.272524063406368,2.240636388208968,BRIGHT,"Sangat terang, mudah terbakar",Gloves must be worn
SKIN_FACE_0213,FACE,FAIR_1,255.0,222.0,206.0,3.2204647339057684,2.8340511551899046,2.159823245566417,BRIGHT,"Sangat terang, mudah terbakar",Clean visible skin detected
SKIN_FACE_0224,FACE,FAIR_2,238.0,218.0,199.0,3.5394899128902866,2.655919175904372,2.320024825109612,NORMAL,"Terang, terbakar",Clean visible skin detected
SKIN_FACE_0186,FACE,FAIR_3,230.0,213.0,194.0,2.5234136753471654,3.145073008266369,2.6931455278388654,BRIGHT,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_FACE_0480,FACE,FAIR_1,255.0,224.0,214.0,3.7274549213378965,2.217121614164071,1.520656692888767,NORMAL,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0018,FACE,FAIR_2,243.0,218.0,191.0,3.4440053036656977,2.7116760390496624,1.6766283809711016,NORMAL,"Terang, terbakar",Hand washing required
SKIN_FACE_0485,FACE,FAIR_1,255.0,227.0,212.0,2.9461713002495706,2.7877693503511383,2.3497453793369028,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0046,HAND,FAIR_3,227.0,212.0,197.0,9.457378438736585,6.571876991376657,6.318377225941619,DIM,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0410,FACE,FAIR_1,255.0,238.0,215.0,3.375352959715624,2.705961451460532,1.5035881888005718,BRIGHT,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_HAND_0158,HAND,FAIR_2,240.0,214.0,205.0,6.081521039300995,5.172474610587312,4.647041440561428,NORMAL,"Terang, terbakar",Gloves must be worn
SKIN_FACE_0352,FACE,FAIR_3,231.0,210.0,187.0,2.382720235374502,3.555883383363204,2.2531837279712223,DIM,"Terang, sedikit tan",Proper hygenic practice observed
SKIN_HAND_0172,HAND,FAIR_3,220.0,214.0,191.0,8.677839575563162,6.424554558416644,5.910401642124853,NORMAL,"Terang, sedikit tan",Gloves must be worn
SKIN_HAND_0017,HAND,FAIR_1,249.0,225.0,208.0,8.675596123413074,6.04641159711654,6.036777875040256,DIM,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0012,FACE,FAIR_2,247.0,225.0,202.0,3.9523520437029833,3.3691061898981034,2.142457462711145,DIM,"Terang, terbakar",Hand washing required
SKIN_HAND_0049,HAND,FAIR_1,250.0,222.0,214.0,8.986014533124505,5.941125637151577,5.644409680542311,BRIGHT,"Sangat terang, mudah terbakar",Hand washing required
SKIN_FACE_0472,FACE,FAIR_3,231.0,209.0,181.0,2.731515794434738,2.2429196558910625,2.7603527660466036,NORMAL,"Terang, sedikit tan",Hand washing required
SKIN_FACE_0441,FACE,FAIR_1,250.0,234.0,204.0,3.0114471313164386,1.836784377913566,2.052038542010614,DIM,"Sangat terang, mudah terbakar",Proper hygenic practice observed
SKIN_FACE_0016,FACE,FAIR_3,235.0,202.0,198.0,2.843650142342592,2.9124078345800863,1.312907463495241,BRIGHT,"Terang, sedikit tan",Gloves must be worn
SKIN_FACE_0453,FACE,FAIR_3,240.0,219.0,190.0,3.7518560140720396,3.475659693260493,2.040808438854505,NORMAL,"Terang, sedikit tan",Clean visible skin detected
